Sentence	Label
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	1
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	1
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	1
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	1
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	0
The miRNAs differentially expressed in HCV-related HCC were investigated by comparing the tumorous tissues to a wide range of liver specimens, including healthy livers obtained from liver donors and patients who underwent liver resection for angioma, in addition to tissues from various acute and chronic liver diseases, including HCV-related cirrhosis not associated with HCC, HCV-related cirrhosis associated with HCC and HBV-associated acute liver failure	1
At the end of follow-up, four assessable end points were analyzed: HBeAg, hepatitis B virus DNA, HBsAg loss and serum ALT normalization rate	0
Chronic infection with hepatitis C virus (HCV) is a major global health problem	0
Rapid thymomas induced by Abelson murine leukemia virus	1
Abelson murine leukemia virus (A-MuLV) is derived from the thymotropic Moloney leukemia virus	0
Abelson murine leukemia virus (A-MuLV) is derived from the thymotropic Moloney leukemia virus	0
However, injection of mice with A-MuLV by conventional routes results in rapidly arising peripheral and bone marrow lymphomas, not thymomas or T cell tumors	1
However, injection of mice with A-MuLV by conventional routes results in rapidly arising peripheral and bone marrow lymphomas, not thymomas or T cell tumors	0
In this study thymomas have been induced by intrathymic injection of A-MuLV into BALB/c and C57BL/Ka mice	1
In both strains thymomas arose with short latent periods, comparable with the latencies of nonthymic tumors induced by intraperitoneal injection of A-MuLV and significantly shorter than those of thymomas induced by intrathymic injection of Moloney leukemia virus	0
In both strains thymomas arose with short latent periods, comparable with the latencies of nonthymic tumors induced by intraperitoneal injection of A-MuLV and significantly shorter than those of thymomas induced by intrathymic injection of Moloney leukemia virus	1
In both strains thymomas arose with short latent periods, comparable with the latencies of nonthymic tumors induced by intraperitoneal injection of A-MuLV and significantly shorter than those of thymomas induced by intrathymic injection of Moloney leukemia virus	0
In both strains thymomas arose with short latent periods, comparable with the latencies of nonthymic tumors induced by intraperitoneal injection of A-MuLV and significantly shorter than those of thymomas induced by intrathymic injection of Moloney leukemia virus	0
Past medical history included two bouts of HHV-6 encephalitis treated at external facilities	1
We conclude that HIV infections experience a dysbiosis of the salivary microbiome	1
Inclusion body hepatitis caused by fowl adenovirus in broiler chickens in Japan, 2009-2010	1
BHV-4 genome consists of 5 gene blocks conserved among the gammaherpesviruses and particularly within the Epstein-Barr virus (EBV) and the herpesvirus saimiri (HVS) genomes	0
BHV-4 genome consists of 5 gene blocks conserved among the gammaherpesviruses and particularly within the Epstein-Barr virus (EBV) and the herpesvirus saimiri (HVS) genomes	0
BHV-4 genome consists of 5 gene blocks conserved among the gammaherpesviruses and particularly within the Epstein-Barr virus (EBV) and the herpesvirus saimiri (HVS) genomes	0
Nevertheless, 5 ORFs were homologous in amino acid sequences to proteins encoded by HVS and one was similar to a protein encoded by both HVS and EBV	0
Nevertheless, 5 ORFs were homologous in amino acid sequences to proteins encoded by HVS and one was similar to a protein encoded by both HVS and EBV	0
On the basis of the molecular data BHV-4 is more closely related to HVS than to EBV	0
On the basis of the molecular data BHV-4 is more closely related to HVS than to EBV	0
Genes homologous to cellular genes have been described in both HVS and EBV genomes	0
Two methods for the extraction of RNA of vesicular stomatitis virus (VSV) Indiana1 and New Jersey and their simultaneous amplification by one-step polymerase chain reaction using reverse transcriptase were evaluated	0
PURPOSE: Proviral integration of Moloney murine leukemia virus (PIM) family kinases can promote the survival and movement of carcinoma cells and the metastatic growth of various types of carcinoma	1
PURPOSE: Proviral integration of Moloney murine leukemia virus (PIM) family kinases can promote the survival and movement of carcinoma cells and the metastatic growth of various types of carcinoma	1
Cervical carcinoma is the most common cancer among Belizean women; however, data regarding the frequency of human papillomavirus (HPV) genotypes and their association with cervical cancer are nonexistent	0
Cervical carcinoma is the most common cancer among Belizean women; however, data regarding the frequency of human papillomavirus (HPV) genotypes and their association with cervical cancer are nonexistent	0
Cervical carcinoma is the most common cancer among Belizean women; however, data regarding the frequency of human papillomavirus (HPV) genotypes and their association with cervical cancer are nonexistent	0
Cervical carcinoma is the most common cancer among Belizean women; however, data regarding the frequency of human papillomavirus (HPV) genotypes and their association with cervical cancer are nonexistent	0
Cervical carcinoma is the most common cancer among Belizean women; however, data regarding the frequency of human papillomavirus (HPV) genotypes and their association with cervical cancer are nonexistent	0
Cervical carcinoma is the most common cancer among Belizean women; however, data regarding the frequency of human papillomavirus (HPV) genotypes and their association with cervical cancer are nonexistent	0
We therefore included HPV genotyping as part of a week-long cervical cancer screening campaign conducted in Belize City in 2007	0
The prevalence of high-risk HPV was 15.6% in the total population, 10.1% in those with normal cytologic findings, and 93.3% in women with a high-grade squamous intraepithelial lesion	0
Zostavax  is used to boost VZV-specific cell-mediated immunity in adults older than 50 years, which results in a decrease in the burden of herpes zoster and pain related to postherpetic neuralgia	0
Zostavax  is used to boost VZV-specific cell-mediated immunity in adults older than 50 years, which results in a decrease in the burden of herpes zoster and pain related to postherpetic neuralgia	0
OBJECTIVE: Influenza and pneumonia account for significant morbidity and mortality, particularly in older individuals	0
OBJECTIVE: Influenza and pneumonia account for significant morbidity and mortality, particularly in older individuals	1
Previous studies have shown that spousal caregivers of patients with dementia have poorer antibody and virus specific T cell responses to an influenza virus vaccine relative to noncaregiving control subjects	0
GB virus-B (GBV-B) is the virus most closely related to hepatitis C virus (HCV)	0
Although GBV-C is not yet associated with any cause of liver disease, a humoral immune response against the GBV-C envelope 2 (E2) protein has been observed	0
Before OLT, GBV-C RNA and anti-E2 were detected in 4.0% to 28.6% and 10.0% to 68.8%, respectively, of patients suffering from different forms of chronic liver diseases	0
Among these was a severe sight-threatening retinal disease caused by human cytomegalovirus (HCMV) that remains today a significant cause of vision loss and blindness in untreated AIDS patients without access or sufficient response to combination antiretroviral therapy	1
Among these was a severe sight-threatening retinal disease caused by human cytomegalovirus (HCMV) that remains today a significant cause of vision loss and blindness in untreated AIDS patients without access or sufficient response to combination antiretroviral therapy	1
Among these was a severe sight-threatening retinal disease caused by human cytomegalovirus (HCMV) that remains today a significant cause of vision loss and blindness in untreated AIDS patients without access or sufficient response to combination antiretroviral therapy	0
Among these was a severe sight-threatening retinal disease caused by human cytomegalovirus (HCMV) that remains today a significant cause of vision loss and blindness in untreated AIDS patients without access or sufficient response to combination antiretroviral therapy	1
Among these was a severe sight-threatening retinal disease caused by human cytomegalovirus (HCMV) that remains today a significant cause of vision loss and blindness in untreated AIDS patients without access or sufficient response to combination antiretroviral therapy	1
Among these was a severe sight-threatening retinal disease caused by human cytomegalovirus (HCMV) that remains today a significant cause of vision loss and blindness in untreated AIDS patients without access or sufficient response to combination antiretroviral therapy	0
Early investigations of AIDS-related HCMV retinitis quickly characterized its hallmark clinical features and unique histopathologic presentation but did not begin to identify the precise virologic and immunologic events that allow the onset and development of this retinal disease during HIV-induced immunosuppression	0
Early investigations of AIDS-related HCMV retinitis quickly characterized its hallmark clinical features and unique histopathologic presentation but did not begin to identify the precise virologic and immunologic events that allow the onset and development of this retinal disease during HIV-induced immunosuppression	0
Early investigations of AIDS-related HCMV retinitis quickly characterized its hallmark clinical features and unique histopathologic presentation but did not begin to identify the precise virologic and immunologic events that allow the onset and development of this retinal disease during HIV-induced immunosuppression	0
Early investigations of AIDS-related HCMV retinitis quickly characterized its hallmark clinical features and unique histopathologic presentation but did not begin to identify the precise virologic and immunologic events that allow the onset and development of this retinal disease during HIV-induced immunosuppression	0
Toward this end, several mouse models of experimental cytomegalovirus retinitis have been developed to provide new insights into the pathophysiology of HCMV retinitis during AIDS	0
Toward this end, several mouse models of experimental cytomegalovirus retinitis have been developed to provide new insights into the pathophysiology of HCMV retinitis during AIDS	1
Toward this end, several mouse models of experimental cytomegalovirus retinitis have been developed to provide new insights into the pathophysiology of HCMV retinitis during AIDS	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	1
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	1
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	0
Herein, we provide a summary and comparison of these mouse models of AIDS-related HCMV retinitis with particular emphasis on one mouse model developed in our laboratory in which mice with a murine acquired immunodeficiency syndrome (MAIDS) of murine retrovirus origin develops a reproducible and well characterized retinitis following intraocular infection with murine cytomegalovirus (MCMV)	1
The MAIDS model of MCMV retinitis has advanced the discovery of many clinically relevant virologic and immunologic mechanisms of virus-induced retinal tissue destruction that are discussed and summarized in this review	1
Varicella zoster virus-associated generalized pustular psoriasis in a baby with heterozygous IL36RN mutation	1
The IgA-deficient adults had significantly higher IgM levels (P less than 0.002) than the normal adults as well as higher levels of IgM antibodies to poliovirus type I (P less than 0.05) and E	0
Hepatitis C virus (HCV) is an important causative agent of liver diseases	0
Hepatitis C virus (HCV) is an important causative agent of liver diseases	1
METHODS: This cohort study consisted of 328 chronic hepatitis C patients with HCV genotype 1 who were treated for 48 weeks with pegylated interferon (PegIFN) alpha-2b and ribavirin (RBV)	1
Serological examination of human herpesvirus 6 and 7 in patients with coronary artery disease	0
Fifty-three (96%) of 55 patients with coronary artery stenosis were positive for serum anti-HHV-6 IgG, and 50 (91%) of these patients had anti-HHV-7 IgG	0
INTRODUCTION: The use of protease inhibitors (PI) has led to a decrease in HIV-1-related mortality and morbidity	1
An indirect porcine epidemic diarrhea (PED) virus (PEDV) enzyme-linked immunosorbent assay (ELISA) was compared with the serum neutralization (SN) test by testing 46 samples from experimentally infected sows, 73 samples from naive sows, and 1,024 field sow samples from 48 commercial swine farms of undefined PED status	0
An indirect porcine epidemic diarrhea (PED) virus (PEDV) enzyme-linked immunosorbent assay (ELISA) was compared with the serum neutralization (SN) test by testing 46 samples from experimentally infected sows, 73 samples from naive sows, and 1,024 field sow samples from 48 commercial swine farms of undefined PED status	0
We conducted a controlled trial to determine frequency and severity of autonomic neuropathy in patients infected with the human immunodeficiency virus (HIV)	1
We conducted a controlled trial to determine frequency and severity of autonomic neuropathy in patients infected with the human immunodeficiency virus (HIV)	1
We studied 25 HIV-seropositive patients and 10 seronegative controls in HIV risk groups by means of five cardiovascular tests, and autonomic neuropathy was graded with a scoring system	0
We studied 25 HIV-seropositive patients and 10 seronegative controls in HIV risk groups by means of five cardiovascular tests, and autonomic neuropathy was graded with a scoring system	0
Our data demonstrate a high prevalence of autonomic neuropathy in HIV-infected patients	1
PCR was negative in HHD without inflammation while it was positive in 10 subjects with myocarditis (enterovirus in 3 cases, adenovirus 4, influenza virus 3)	0
PCR was negative in HHD without inflammation while it was positive in 10 subjects with myocarditis (enterovirus in 3 cases, adenovirus 4, influenza virus 3)	0
PCR was negative in HHD without inflammation while it was positive in 10 subjects with myocarditis (enterovirus in 3 cases, adenovirus 4, influenza virus 3)	0
Seroprevalence of IgM and IgG Against SARS-CoV-2 after Two Doses of Pfizer-BioNTech COVID-19 Vaccine in Women with Breast Cancer	0
Seroprevalence of IgM and IgG Against SARS-CoV-2 after Two Doses of Pfizer-BioNTech COVID-19 Vaccine in Women with Breast Cancer	0
BACKGROUND: This study evaluates the seroprevalence of immunoglobulin M (IgM) and G (IgG) antibodies against SARS-CoV-2 after two doses of Pfizer-BioNTech COVID-19 vaccination from women with breast cancer in Jazan city Kingdom of Saudi Arabia, antibody detections were performed one month and three months after the administration of the second dose	0
BACKGROUND: This study evaluates the seroprevalence of immunoglobulin M (IgM) and G (IgG) antibodies against SARS-CoV-2 after two doses of Pfizer-BioNTech COVID-19 vaccination from women with breast cancer in Jazan city Kingdom of Saudi Arabia, antibody detections were performed one month and three months after the administration of the second dose	0
The antibodies detection test was run according to the manufacturer's directions of Viva Diag  SARS-CoV-2 IgM/IgG Rapid Test (COVID-19 IgM/IgG Rapid Test)	0
The potential risk of acquiring a transfusion-transmitted infection by the human immunodeficiency virus (HIV), hepatitis B (HBV) virus, hepatitis C (HCV) virus, or Trypanosoma cruzi was estimated for seven South American and five Central American countries during the period 1994-1997	0
The potential risk of acquiring a transfusion-transmitted infection by the human immunodeficiency virus (HIV), hepatitis B (HBV) virus, hepatitis C (HCV) virus, or Trypanosoma cruzi was estimated for seven South American and five Central American countries during the period 1994-1997	0
OBJECTIVE: To determine clinical characteristics associated with false-negative severe acute respiratory coronavirus virus 2 (SARS-CoV-2) test results to help inform coronavirus disease 2019 (COVID-19) testing practices in the inpatient setting	0
OBJECTIVE: To determine clinical characteristics associated with false-negative severe acute respiratory coronavirus virus 2 (SARS-CoV-2) test results to help inform coronavirus disease 2019 (COVID-19) testing practices in the inpatient setting	0
Porcine haemagglutinating encephalomyelitis virus (PHEV) is a member of coronavirus that causes acute infectious disease and high mortality in piglets	0
It has shown varying degrees of clinical efficacy in a variety of human diseases including respiratory tract infections due to respiratory syncytial virus and influenza, measles, herpesvirus infections, HIV infection, Lassa fever, haemorrhagic fever with renal syndrome, and (in combination with IFN-alpha) chronic hepatitis C infection	0
It has shown varying degrees of clinical efficacy in a variety of human diseases including respiratory tract infections due to respiratory syncytial virus and influenza, measles, herpesvirus infections, HIV infection, Lassa fever, haemorrhagic fever with renal syndrome, and (in combination with IFN-alpha) chronic hepatitis C infection	0
It has shown varying degrees of clinical efficacy in a variety of human diseases including respiratory tract infections due to respiratory syncytial virus and influenza, measles, herpesvirus infections, HIV infection, Lassa fever, haemorrhagic fever with renal syndrome, and (in combination with IFN-alpha) chronic hepatitis C infection	0
Demographic characteristics, drug susceptibility test results, and risk factors, including human immunodeficiency virus (HIV) status, were compared for EPTB and PTB cases	0
Demographic characteristics, drug susceptibility test results, and risk factors, including human immunodeficiency virus (HIV) status, were compared for EPTB and PTB cases	0
Compared with PTB, EPTB was associated with female sex (odds ratio [OR], 1.7; 95% confidence interval [CI], 1.7-1.8) and foreign birth (OR, 1.5; CI, 1.5-1.6), almost equally associated with HIV status (OR, 1.1; CI, 1.1-1.1), and negatively associated with multidrug resistance (OR, 0.6; CI, 0.5-0.6) and several tuberculosis risk factors, especially homelessness (OR, 0.3; CI, 0.3-0.3) and excess alcohol use (OR, 0.3; CI, 0.3-0.3)	0
Compared with PTB, EPTB was associated with female sex (odds ratio [OR], 1.7; 95% confidence interval [CI], 1.7-1.8) and foreign birth (OR, 1.5; CI, 1.5-1.6), almost equally associated with HIV status (OR, 1.1; CI, 1.1-1.1), and negatively associated with multidrug resistance (OR, 0.6; CI, 0.5-0.6) and several tuberculosis risk factors, especially homelessness (OR, 0.3; CI, 0.3-0.3) and excess alcohol use (OR, 0.3; CI, 0.3-0.3)	0
In the present study, we investigated the history of SARS-CoV-2 infection among 3067 healthcare workers (HCW) in a German COVID-19 treatment center during the early phase of the pandemic (July 2020) based on the seroprevalence of SARS-CoV-2 antibodies and self-reported previous PCR results	0
We also analysed DNA from rat embryo cells transformed by ts mutants of HSV-2 (HG52) or HSV-1 (HFEM or 17) at non-permissive temperature or by virus at supraoptimal temperature or by sheared virus DNA and DNA from tumours derived from lines of these transformed cells	0
We also analysed DNA from rat embryo cells transformed by ts mutants of HSV-2 (HG52) or HSV-1 (HFEM or 17) at non-permissive temperature or by virus at supraoptimal temperature or by sheared virus DNA and DNA from tumours derived from lines of these transformed cells	0
SARS-CoV-2 cases and deaths in children are minimal compared to adults, but the pandemic impacts other 'essential' aspects of children's health including child development and the associated areas of paediatric behaviour, mental health, and maltreatment	1
Alongside the management of severe SARS-CoV-2 cases in emergency rooms and intensive care units, continuing to care for children with developmental disabilities must also be concurrently championed as 'essential' during this crisis	0
In many countries, low pathogenic AIVs, such as H9N2, have become an enormous economic burden on the commercial poultry industry because they cause mild respiratory disease and decrease egg production	1
More importantly, compared with oral administration of NC8-pSIP409-NP-M1-DCpep, intranasal administration induced stronger immune responses and provided effective protection against challenge with the H9N2 virus by reducing body weight loss, lung virus titers, and throat pathology	0
HIV and SARS-CoV-2 coinfection: A case report from Uganda	0
A nasal swab was found to be positive for H1N1 making peripartum and viral cardiomyopathies, the most likely differential diagnoses	1
Cardiac MRI played a vital role in identifying the underlying cause, which in this case was that of H1N1 influenza cardiomyopathy	1
It was reported that nonstructural protein 5A (NS5A) of hepatitis C virus (HCV) was involved in induction of IL-8 expression at both mRNA and protein levels in cultured human cells	0
Fulminant hepatitis and death associated with disseminated varicella in an immunocompromised adult from the Czech Republic caused by a wild-type clade 4 varicella-zoster virus strain	1
Fulminant hepatitis and death associated with disseminated varicella in an immunocompromised adult from the Czech Republic caused by a wild-type clade 4 varicella-zoster virus strain	1
Fulminant hepatitis and death associated with disseminated varicella in an immunocompromised adult from the Czech Republic caused by a wild-type clade 4 varicella-zoster virus strain	1
Fulminant hepatitis and death associated with disseminated varicella in an immunocompromised adult from the Czech Republic caused by a wild-type clade 4 varicella-zoster virus strain	1
Varicella zoster virus typically causes a benign disease in childhood called varicella (chickenpox) and can reactivate in adults as a dermatomally distributed, painful rash illness known as herpes zoster (HZ)	1
Varicella zoster virus typically causes a benign disease in childhood called varicella (chickenpox) and can reactivate in adults as a dermatomally distributed, painful rash illness known as herpes zoster (HZ)	1
Varicella zoster virus typically causes a benign disease in childhood called varicella (chickenpox) and can reactivate in adults as a dermatomally distributed, painful rash illness known as herpes zoster (HZ)	1
Varicella zoster virus typically causes a benign disease in childhood called varicella (chickenpox) and can reactivate in adults as a dermatomally distributed, painful rash illness known as herpes zoster (HZ)	1
His marrow showed selective erythroid aplasia, and real-time polymerase chain reaction assay confirmed parvovirus B19 infection	0
Each positive lesion was a high-grade angiocentric immunoproliferative lesion (i.e., angiocentric lymphoma) in which Epstein-Barr virus was identified in numerous cells	0
BACKGROUND/AIMS: Hepatitis C virus (HCV) is a major etiologic agent of chronic hepatitis, cirrhosis, and hepatocellular carcinoma	0
BACKGROUND/AIMS: Hepatitis C virus (HCV) is a major etiologic agent of chronic hepatitis, cirrhosis, and hepatocellular carcinoma	1
BACKGROUND/AIMS: Hepatitis C virus (HCV) is a major etiologic agent of chronic hepatitis, cirrhosis, and hepatocellular carcinoma	1
BACKGROUND/AIMS: Hepatitis C virus (HCV) is a major etiologic agent of chronic hepatitis, cirrhosis, and hepatocellular carcinoma	1
High-risk human papillomavirus (hrHPV) persistent infection is the major cause of cervical cancer	1
Further studies demonstrated REBACIN  significantly suppressed HPV16 E7 oncoprotein expression in a human cervical cancer cell line, which is consistent with previous finding that REBACIN  inhibits the growth of tumors induced by expression of E6/E7 oncogenes of either HPV16 or HPV18	0
Further studies demonstrated REBACIN  significantly suppressed HPV16 E7 oncoprotein expression in a human cervical cancer cell line, which is consistent with previous finding that REBACIN  inhibits the growth of tumors induced by expression of E6/E7 oncogenes of either HPV16 or HPV18	0
Further studies demonstrated REBACIN  significantly suppressed HPV16 E7 oncoprotein expression in a human cervical cancer cell line, which is consistent with previous finding that REBACIN  inhibits the growth of tumors induced by expression of E6/E7 oncogenes of either HPV16 or HPV18	0
Further studies demonstrated REBACIN  significantly suppressed HPV16 E7 oncoprotein expression in a human cervical cancer cell line, which is consistent with previous finding that REBACIN  inhibits the growth of tumors induced by expression of E6/E7 oncogenes of either HPV16 or HPV18	1
